,Asset,Equal_Weight,Optimized_Weight
0,RELI,0.1111111111111111,1.6398557858843255e-18
1,HDBK,0.1111111111111111,0.0
2,EICH,0.1111111111111111,0.10382046295037209
3,HLL,0.1111111111111111,1.2332799712022613e-18
4,BRTI,0.1111111111111111,0.521643222364717
5,LART,0.1111111111111111,0.0
6,SUN,0.1111111111111111,0.160225479889975
7,TITN,0.1111111111111111,0.17235646487826067
8,TISC,0.1111111111111111,0.041954369916675296
