Date,RELI,HDBK,EICH,HLL,BRTI,LART,SUN,TITN,TISC
2019-03-01,0.10201110165912604,0.10989610847539738,0.0335832514131606,-0.015033027988582463,0.046255156773776,0.06898865720326906,0.07297609194794821,0.10776203858768459,0.04034226316061095
2019-04-01,0.021448240514511604,-0.0006241115281811667,-0.008769241844148198,0.02938460458492558,0.046183830784577086,-0.026886132658011486,-0.045282696136840064,0.014519469121156856,0.0671742001522836
2019-05-01,-0.04602136790245314,0.045511315412098706,-0.020860909127387434,0.017372753248053967,0.08522596305152766,0.14408473272686326,-0.1103134607317486,0.06450884998831104,-0.13199427083803603
2019-06-01,-0.05967628123680779,0.007560536525965706,-0.04140117343126677,-0.0005018679177727448,-0.006181992352587501,-0.002798215173182208,-0.02195450784600205,0.07702847429303719,0.032439633023149894
2019-07-01,-0.07183895040450373,-0.08187119652516611,-0.1576060054950468,-0.034690932953272136,-0.02644427811284042,-0.11295592627955757,0.06236163042151223,-0.23388697773386224,-0.15471256115287693
2019-08-01,0.06819421034641603,-0.008352201114485012,-0.0055019843455647675,0.08609561865368437,0.026885020329856686,-0.04349853154257132,0.05393771515093061,0.045116258848492866,-0.22540252299509217
2019-09-01,0.06489135238939173,0.09699241723298052,0.08863178920741183,0.05180001052969524,0.0567584892489687,0.1042907869513512,-0.14540058945952308,0.14147976748905908,0.04423743678220845
2019-10-01,0.09454050933556425,0.002365706532205104,0.23796572296986956,0.09311190253813778,0.01940580934631004,-0.0008180753501496897,0.10692560173630115,0.04466519498314856,0.05425699813704558
2019-11-01,0.05758355163654639,0.03560085936315268,0.015117142979585286,-0.06654594215282394,0.1674204674744898,-0.10174355803271383,0.037253104760869245,-0.13791944010428656,0.11620533351476575
2019-12-01,-0.02420455966456762,-0.0022355876939016673,-0.016133716769834418,-0.056757517411531,0.029717509515252913,-0.024610456160643952,-0.03921626723674445,0.024067781532139575,0.09923653917542623
2020-01-01,-0.07003522547464597,-0.03666248019309807,-0.10409698319197258,0.05624217608560902,0.08542690079343128,0.053318895955012185,0.004037612914392934,-0.00016837142776660667,-0.07337501938007286
2020-02-01,-0.06059213026054415,-0.04048960477114599,-0.20055241350740402,0.06678314514949131,0.05305144422162164,-0.14240145885846592,-0.15242525235600113,0.054676325739446245,-0.13918084842098416
2020-03-01,-0.17642384320506266,-0.3121318197755717,-0.2372420358613008,0.05534553011662961,-0.17172498502261188,-0.38447192199385827,-0.056827201837583066,-0.29533717831659667,-0.347695580713032
2020-04-01,0.27479539329241254,0.1504217671443751,0.11609235931871024,-0.046074346998222986,0.15399552104504247,0.1044856891135003,0.2763708244863378,0.0381924290708312,0.10116031248255086
