Portfolio,Sharpe,Beta,Treynor,Jensen_Alpha
Equal Weight,0.335172156448705,1.0119047619047616,0.016144035456577045,-0.00019447888517701642
Optimized,0.43065025174061866,0.9122492503982229,0.024165549708404878,0.007142294360387836
