Date,BRTI,EICH,HDBK,HLL,LART,RELI,SUN,TISC,TITN
2019-03-01,0.04734161317331842,0.03415353488582773,0.11616210465228738,-0.014920596125533203,0.07142405613414038,0.1073957655899993,0.07570481860047185,0.041167066346922576,0.11378267655091667
2019-04-01,0.04726691316078746,-0.008730904188789967,-0.0006239168110918625,0.02982059204035936,-0.02652791810786692,0.021679907342457616,-0.04427273676516663,0.06948176583493271,0.014625388623724644
2019-05-01,0.08896310432569976,-0.020644825537722844,0.04656284683684797,0.017524537220281466,0.15498196915058027,-0.04497844483474367,-0.10444662952037576,-0.123653984206748,0.066635017910319
2019-06-01,-0.006162923153313682,-0.04055585077051094,0.007589189547465569,-0.0005017420031343534,-0.002794303818225985,-0.057930550214836174,-0.021715261681102938,0.03297153389309848,0.08007283026502132
2019-07-01,-0.02609769000176332,-0.14581373962839894,-0.07860937063167084,-0.034096100804882346,-0.10680997454399543,-0.06931923049620226,0.0643471754582865,-0.1433386201427438,-0.20854873754401748
2019-08-01,0.027249683143219405,-0.00548687615074539,-0.008317418387563058,0.08991053910118652,-0.04256603995905428,0.07057320468326922,0.055418863503222004,-0.2018051376996065,0.046149476972594305
2019-09-01,0.058400164507505625,0.09267824632190136,0.10185201850218695,0.053165099520479986,0.109923159165904,0.06704308640436052,-0.1353241563055062,0.04523050159466502,0.15197719663378884
2019-10-01,0.019595325987399104,0.2686657059869857,0.0023685070238483874,0.09758455089332951,-0.0008177408177408862,0.09915368821673587,0.1128514571832071,0.05575589459084629,0.04567770315384312
2019-11-01,0.182251259017286,0.015231984949929167,0.036242157581683365,-0.06438006952491315,-0.09673884396110477,0.05927377101462472,0.03795569912321195,0.12322648449816076,-0.1288311298076923
2019-12-01,0.03016348146442538,-0.0160042654732665,-0.0022330906288823282,-0.05517685524621019,-0.0243100879954542,-0.023913978494623622,-0.03845726353228851,0.10432748538011705,0.024359748210744048
2020-01-01,0.08918194009834601,-0.09886210204661738,-0.03599854997084184,0.05785383961997037,0.05476595208864543,-0.0676390235304487,0.004045775054906997,-0.07074772294005516,-0.0001683572540932543
2020-02-01,0.054483890827006,-0.18172139994972725,-0.039680852803165245,0.0690636214040723,-0.13272698784573245,-0.058792948627061636,-0.14137692839051352,-0.12992933667654427,0.05619869501157648
2020-03-01,-0.1577892381045053,-0.21119965306011823,-0.2681149550531191,0.056905744355324694,-0.3191899378860614,-0.1617373838814964,-0.055242692410833905,-0.29368614094838874,-0.25571941012355515
2020-04-01,0.1664856621299997,0.12309959605678111,0.16232436959151397,-0.045029039672930815,0.1101395066720583,0.31626133141647705,0.31833664490491054,0.1064540059347181,0.03893113419727956
2020-05-01,0.0744819935818708,0.12512918139787876,-0.05007405035424095,-0.06271503314209059,0.03866730410235397,0.008373659380167098,0.02110022607385087,-0.010392222594703293,-0.08252151950930364
2020-06-01,0.013107923749124284,0.10791979889294434,0.12000674195179517,0.059618909461591985,0.012230271016668626,0.16369052096339853,-0.002741170268845572,0.10670731707317072,0.067247191011236
2020-07-01,-0.008916710643640857,0.1256879182734001,-0.031000752445447755,0.0180518104999281,-0.032003464515779734,0.2130206582723584,0.12422031927265054,0.12121212121212133,0.09833131547086382
2020-08-01,-0.07526210454804183,0.013629734430947726,0.08040844851685036,-0.04188284252705421,0.03448198727197482,0.00657558189103935,-0.02153470001880764,0.12749112749112723,0.054876587586867975
2020-09-01,-0.17959256611865615,0.05296367112810718,-0.0333848420598698,-0.023186893951966492,-0.04587423777191535,0.07384937902995259,-0.03805862566074003,-0.12905569007263917,0.09164016356201721
2020-10-01,0.030421839831554554,-0.05320501180315973,0.09731206781173296,0.001470838086454096,0.030935194733084703,-0.08049376873323866,-0.06933759616345292,0.14150681123158204,-0.029633329171348866
2020-11-01,0.06799605411499443,0.21530974299961647,0.2173942504785622,0.03230121953583964,0.23092142142692285,-0.06070126527986275,0.09855072463768111,0.4062347783731124,0.16766030452498404
