Asset,Equal_Weight,MaxSharpe_Weight,MinVar_Weight
BRTI,0.1111111111111111,0.5597153801705316,0.19802106201142625
EICH,0.1111111111111111,0.08997437096783303,0.01031681866670745
HDBK,0.1111111111111111,0.0,0.18901606548005837
HLL,0.1111111111111111,0.0,0.37803383063069323
LART,0.1111111111111111,0.0,0.027356426357003104
RELI,0.1111111111111111,0.0,0.06229005943722222
SUN,0.1111111111111111,0.13490107672715715,0.13496573741688944
TISC,0.1111111111111111,0.05209672658694503,4.028490203799099e-18
TITN,0.1111111111111111,0.16331244554753302,1.5751050017216328e-18
